"","category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"hsa05221","Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","51/5608","68/9447",0.75,1.26341833095578,2.63476022837724,0.00504368866909844,0.0158574723403228,0.00750421867159215,"CCNA2/SPI1/STAT5B/PIK3R1/EIF4EBP1/ZBTB16/RPS6KB2/STAT5A/RUNX1T1/BCL2A1/JUP/AKT3/PIM2/LEF1/RPS6KB1/RARA/PIK3R3/FCGR1A/ITGAM/KRAS/RUNX1/MTOR/PIK3R2/MAPK3/IKBKB/GRB2/STAT3/CEBPA/CCNA1/TCF7L2/NFKB1/PPARD/SOS2/MAPK1/MPO/PER2/CEBPE/TCF7L1/CD14/AKT2/ARAF/NRAS/PIK3CA/PIM1/RAF1/FLT3/MYC/CSF2/CSF1R/MAP2K2/HRAS",51
"hsa05230","Human Diseases","Cancer: overview","hsa05230","Central carbon metabolism in cancer","53/5608","71/9447",0.746478873239437,1.25748678949589,2.63205066151591,0.00507256319820123,0.0158574723403228,0.00750421867159215,"SLC2A1/SLC7A5/PDK1/PFKP/LDHA/HK3/PIK3R1/FGFR2/IDH2/NTRK3/PKM/SLC16A3/HKDC1/RET/ERBB2/AKT3/G6PD/LDHB/IDH1/PIK3R3/SLC1A5/GLS2/MET/HIF1A/KRAS/SLC2A2/MTOR/PIK3R2/MAPK3/TIGAR/PGAM1/TP53/PTEN/SIRT6/PDHA1/PGAM4/PFKL/MAPK1/NTRK1/FGFR1/LDHAL6B/AKT2/SCO2/LDHC/PDGFRA/EGFR/NRAS/PIK3CA/RAF1/FLT3/MYC/MAP2K2/HRAS",53
"hsa04130","Genetic Information Processing","Folding, sorting and degradation","hsa04130","SNARE interactions in vesicular transport","27/5608","33/9447",0.818181818181818,1.37827454286085,2.63084889719669,0.0053294369549303,0.0165117377085787,0.00781383613692789,"STX11/STX1A/VAMP2/STX2/VAMP3/BET1/STX6/YKT6/STX7/VTI1B/STX16/VAMP4/STX3/VAMP1/SEC22B/GOSR2/SNAP23/STX1B/STX18/BNIP1/STX4/BET1L/GOSR1/STX8/VTI1A/STX17/STX19",27
"hsa04713","Organismal Systems","Environmental adaptation","hsa04713","Circadian entrainment","70/5608","97/9447",0.721649484536082,1.2156602497169,2.58029334629809,0.00581982511938395,0.0178714983754534,0.00845731456566275,"ADCY4/GNAQ/PRKG2/GNGT1/GRIN1/GRIA1/GNG4/CALM1/ADCYAP1R1/GUCY1A2/GNAI2/GRIN2D/GNB3/GNG11/ADCY9/PRKG1/MTNR1A/FOS/CALML6/KCNJ5/CAMK2A/CALML5/CAMK2B/CACNA1I/GNGT2/PRKCG/GNG2/PER1/ADCY8/GNG7/RASD1/KCNJ6/PRKACA/GNB5/NOS1AP/ADCY10/PLCB1/MAPK3/CACNA1G/GRIA4/NOS1/GNG3/GUCY1A1/GRIA2/PRKCB/CACNA1C/GNG13/ITPR1/GRIN2C/GRIN2A/PER3/PLCB3/GNAS/GNB4/RYR2/RPS6KA5/GUCY1B1/GNAO1/CALML4/PLCB2/MAPK1/PLCB4/ADCY7/PER2/GNAI1/PRKCA/RYR1/GNG5/GNG8/ITPR3",70
"hsa00340","Metabolism","Amino acid metabolism","hsa00340","Histidine metabolism","19/5608","22/9447",0.863636363636364,1.45484535079756,2.58138830376406,0.00638670685504824,0.0193167591607614,0.0091412541455446,"AOC1/ASPA/ALDH3B2/HAL/ALDH1B1/ALDH2/FTCD/MAOB/ALDH3A1/CARNMT1/CNDP1/HDC/ALDH3B1/MAOA/ALDH9A1/UROC1/CARNS1/ALDH7A1/HNMT",19
"hsa04530","Cellular Processes","Cellular community - eukaryotes","hsa04530","Tight junction","117/5608","170/9447",0.688235294117647,1.1593721154653,2.53426448132492,0.00644686290403965,0.0193167591607614,0.0091412541455446,"JAM2/PRKCE/CGNL1/CLDN5/SYNPO/PPP2R2C/AMOTL1/CLDN6/MYL9/MARVELD3/CLDN10/MYH10/RAP1A/MICALL2/CLDN12/PPP2CB/TJP1/CLDN3/PCNA/CTTN/DLG3/RDX/CLDN18/MYH11/MYL6B/MAGI1/CLDN4/RAPGEF2/RHOA/RAB8B/ACTR3B/SCRIB/JUN/CLDN14/PARD6B/CLDN9/AMOTL2/TUBA1A/JAM3/MPDZ/TUBA1C/MSN/CLDN2/TUBA4A/CDK4/NEDD4L/NHERF1/ARPC1A/TUBA3D/PALS1/ERBB2/PRKAA2/ARPC2/CLDN11/WAS/PRKCZ/TUBAL3/CLDN7/PRKACA/ARHGAP17/ARPC5L/SRC/ARHGEF2/POPDC1/RUNX1/IGSF5/RAB8A/AFDN/MYL12A/CD1A/HSPA4/MYL6/CFTR/PPP2R1B/ROCK1/MAPK10/TJP3/TUBA8/CLDN1/TIAM1/TJAP1/LLGL1/PRKAB2/HCLS1/ARPC5/WHAMM/MYH14/EZR/ACTN4/GATA4/CLDN20/ARPC1B/SYMPK/ARHGEF18/MYH9/ACTG1/LLGL2/ACTR3/MYL12B/YBX3/RAP2C/ARPC3/PRKAA1/CDC42/VASP/RAC1/ACTR3C/PRKAG1/PPP2R2D/CD1D/PARD3/ROCK2/CLDN16/CD1C/MAP3K1/AMOT/RAB13",117
"hsa05416","Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","52/5608","70/9447",0.742857142857143,1.25138577542287,2.55138899940358,0.00648462339116391,0.0193167591607614,0.0091412541455446,"CAV1/SGCG/HLA-E/RAC3/SGCA/CAV3/CASP3/SGCB/ITGAL/MYH6/EIF4G3/PRF1/SGCE/HLA-DRA/HLA-DPA1/MYH7/HLA-DOA/HLA-DPB1/FYN/HLA-DRB1/ICAM1/CD86/CASP8/HLA-DRB5/CYCS/DMD/SNTB2/SGCD/SNTA1/LAMA2/NOS1/EIF4G1/HLA-DQA1/HLA-DQB1/ITGB2/HLA-DMA/HLA-DMB/CD40LG/RAC2/ACTG1/CD28/LAMA1/ABL2/HLA-C/CD40/RAC1/CD55/SSPN/BID/HLA-DOB/HLA-B/CD80",52
"hsa00670","Metabolism","Metabolism of cofactors and vitamins","hsa00670","One carbon pool by folate","31/5608","39/9447",0.794871794871795,1.33900746186766,2.56396341348646,0.00651314357870052,0.0193167591607614,0.0091412541455446,"ATIC/SHMT2/GART/MTHFD2/TYMS/GLDC/MTHFD1L/BHMT2/DHFR/GCSH/FTCD/AHCY/DMGDH/CTH/MTHFD1/ALDH1L2/BHMT/CBS/DHFR2/MAT1A/GNMT/MTHFR/ALDH1L1/MAT2B/AMT/MTHFD2L/SHMT1/LOC102724560/CHDH/ALDH7A1/MTHFS",31
"hsa04915","Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","97/5608","139/9447",0.697841726618705,1.1755547060212,2.52005840290396,0.00679621156536223,0.0199854696032262,0.00945770744153887,"HBEGF/TFF1/ADCY4/KRT16/GNAQ/CALM1/CREB3L4/GPER1/GREB1/GNAI2/HSP90B1/SHC3/PIK3R1/KRT15/PGR/ADCY9/MMP9/KRT20/FKBP4/FOS/CALML6/KCNJ5/JUN/KRT18/CALML5/KRT17/KRT14/SHC1/HSP90AB1/TGFA/ADCY8/KRT19/CREB3L2/NCOA1/AKT3/KRT27/KRT10/GABBR2/RARA/KCNJ6/PIK3R3/PRKACA/KRAS/HSPA6/SRC/ATF6B/HSPA1B/KRT32/PIK3R2/PRKCD/PLCB1/HSPA1L/KRT23/MAPK3/KRT39/GRB2/HSPA1A/ITPR1/PLCB3/GNAS/ESR1/KRT12/KRT40/ATF2/NCOA2/GNAO1/CALML4/PLCB2/CREB5/SOS2/MAPK1/EBAG9/PLCB4/ADCY7/HSP90AA1/CTSD/AKT2/CREB3L1/KRT24/NCOA3/FKBP5/GNAI1/CREB3/CREB3L3/HSPA8/EGFR/NRAS/GABBR1/PIK3CA/GRM1/SHC2/RAF1/ESR2/MMP2/ITPR3/MAP2K2/HRAS",97
"hsa04142","Cellular Processes","Transport and catabolism","hsa04142","Lysosome","93/5608","133/9447",0.699248120300752,1.17792385743245,2.49753053322811,0.00727288818798387,0.0209125375964038,0.00989642307004092,"LAMP3/HYAL2/GGA2/ACP5/MCOLN1/DNASE2B/SLC11A1/ABCB9/LAPTM4B/AP1S1/LIPA/SORT1/AP1G2/CTSV/GALC/HYAL1/LAPTM5/CLTC/CTSO/CTSS/AP1S2/MEAK7/ASAH1/CTSG/AP1M2/PLA2G15/ATP6V0D1/ATP6V0A4/ENTPD4/AP1M1/LITAF/GBA1/CTSA/AGA/CTSK/LAMP1/WDR7/GM2A/ATP6V0D2/PSAP/AP4B1/GNPTAB/CTSW/ATP6V0A1/HEXB/HYAL3/DMXL1/AP3S1/TPP1/MAN2B1/NCOA7/AP4M1/CTSH/CLN5/PPT1/SMPD1/AP3D1/CTSE/NEU1/CTSF/HGSNAT/NPC1/IDUA/DNASE2/ARSB/AP3B2/CTSZ/M6PR/SLC17A5/HYAL4/GUSB/AP3S2/IGF2R/SCARB2/CTSD/LAPTM4A/AP3M1/MFSD8/ARSG/ACP2/FUCA2/ABCA2/ARSA/GAA/PSAPL1/CTSC/NAPSA/MANBA/ATP6AP1/NPC2/AP4E1/SLC11A2/CLTCL1",93
"hsa04670","Organismal Systems","Immune system","hsa04670","Leukocyte transendothelial migration","82/5608","116/9447",0.706896551724138,1.19080808205027,2.49908244101375,0.00730365194120908,0.0209125375964038,0.00989642307004092,"PECAM1/CDH5/JAM2/CLDN5/CLDN6/ESAM/RAPGEF4/MYL9/CLDN10/RAP1A/NCF2/CLDN12/GNAI2/CLDN3/PIK3R1/CLDN18/CLDN4/MMP9/RHOA/ITGAL/CLDN14/CLDN9/JAM3/NCF1/CXCL12/THY1/CYBB/PRKCG/MSN/CLDN2/RASSF5/PTK2B/CLDN11/MAPK13/CLDN7/PIK3R3/ICAM1/VCL/ITGAM/ARHGAP35/RAPGEF3/PTK2/AFDN/MYL12A/PIK3R2/NCF4/PLCG2/ROCK1/PRKCB/VAV2/CLDN1/MYL11/ITGB2/MAPK11/MAPK12/EZR/ACTN4/CLDN20/RAC2/ACTG1/MYL12B/CTNNA2/VCAM1/RAP1B/PXN/CDC42/CTNNA3/VASP/MYL5/RAC1/CTNND1/PTPN11/RHOH/GNAI1/TXK/ITGA4/ROCK2/CLDN16/PRKCA/PIK3CA/CTNNB1/MMP2",82
"hsa04725","Organismal Systems","Nervous system","hsa04725","Cholinergic synapse","82/5608","116/9447",0.706896551724138,1.19080808205027,2.49908244101375,0.00730365194120908,0.0209125375964038,0.00989642307004092,"ADCY4/GNAQ/GNGT1/CHRM1/GNG4/CHRNB4/CREB3L4/KCNQ5/GNAI2/KCNQ3/GNB3/CACNA1S/PIK3R1/ACHE/GNG11/KCNQ2/PIK3R5/ADCY9/CHRM2/FOS/CHRNA6/CAMK2A/GNA11/CAMK2B/CHAT/GNGT2/PRKCG/GNG2/ADCY8/GNG7/CREB3L2/AKT3/SLC18A3/JAK2/CACNA1B/KCNJ6/PIK3R3/FYN/PRKACA/GNB5/KRAS/CHRNA4/PIK3R2/PLCB1/MAPK3/GNG3/CHRNB2/PRKCB/CACNA1C/GNG13/CHRM4/ITPR1/PIK3CG/KCNJ14/PLCB3/GNB4/KCNJ2/KCNQ4/CHRM5/GNAO1/PLCB2/SLC5A7/CREB5/MAPK1/CHRM3/PLCB4/ADCY7/KCNQ1/AKT2/CREB3L1/GNAI1/CREB3/CREB3L3/PRKCA/CHRNA7/GNG5/GNG8/NRAS/PIK3CA/ITPR3/HRAS/CACNA1F",82
"hsa04658","Organismal Systems","Immune system","hsa04658","Th1 and Th2 cell differentiation","67/5608","93/9447",0.720430107526882,1.21360613869587,2.50193163222701,0.00735253483216502,0.0209125375964038,0.00989642307004092,"DLL3/NFATC1/STAT5B/PRKCQ/PPP3CC/JAK3/NOTCH1/FOS/IFNGR1/JUN/NFKBIA/STAT5A/NFATC3/IL2RA/IL12RB2/IL13/IFNGR2/DLL4/CD4/JAK2/HLA-DRA/HLA-DPA1/JAK1/MAPK13/HLA-DOA/HLA-DPB1/STAT1/HLA-DRB1/NOTCH3/HLA-DRB5/IL12RB1/NFKBIE/MAPK3/HLA-DQA1/IFNG/IKBKB/MAML2/MAPK10/NFATC2/HLA-DQB1/CD247/IL4R/LAT/IL12B/HLA-DMA/MAPK11/MAPK12/HLA-DMB/GATA3/IL12A/MAML3/DLL1/STAT6/NFKB1/TYK2/MAPK1/RUNX3/MAF/TBX21/PPP3CB/PPP3CA/JAG1/HLA-DOB/STAT4/IL2/CD3D/JAG2",67
"hsa04140","Cellular Processes","Transport and catabolism","hsa04140","Autophagy - animal","116/5608","169/9447",0.686390532544379,1.15626450801475,2.47739601230824,0.00759490477418278,0.0214262760702555,0.0101395391080232,"DAPK2/VMP1/MRAS/GORASP2/RRAS/PPP2CB/PRKCQ/ULK2/ATG16L1/DEPTOR/MTMR4/PIK3R1/BNIP3/BECN2/YKT6/STX7/WDR45B/GORASP1/ATG9B/RPS6KB2/GABARAPL1/UVRAG/DAPK1/RRAGB/CALCOCO2/CFLAR/VPS33A/RRAGA/MTMR14/AKT3/RHEB/PRKAA2/VPS39/RPS6KB1/DDIT4/TRAF6/MAP1LC3C/PIK3R3/ULK1/PRKACA/SH3GLB1/WIPI2/HIF1A/KRAS/ZFYVE1/LAMP1/C9orf72/CAMKK2/WDR45/RAB8A/TAX1BP1/MTOR/RAB33B/PIK3R2/PRKCD/MLST8/MAPK3/ATG14/GABARAPL2/MAP1LC3B/RAB1A/TP53INP2/MAPK10/IRS1/UBB/ITPR1/PTEN/TSC2/ATG7/RAB7A/PIK3C3/RRAGD/ATG4B/EIF2AK3/BIRC6/DAPK3/WIPI1/RRAGC/PLEKHM1/IGBP1/VPS16/AKT1S1/WDR41/MAP3K7/HMGB1/ATG4D/STX17/BECN1/MAPK1/TBK1/SMCR8/SQSTM1/PRKAA1/OPTN/ATG2B/CTSD/UBC/SUPT20H/ATG2A/PDPK1/AKT2/RRAS2/MAP1LC3A/ATG12/MTMR3/VPS11/NRAS/PIK3CA/RAF1/ATG101/TSC1/MAP2K2/RPS27A/GABARAP/HRAS/EIF2S1",116
"hsa05135","Human Diseases","Infectious disease: bacterial","hsa05135","Yersinia infection","96/5608","138/9447",0.695652173913043,1.17186627798797,2.45808907673336,0.00812179347275943,0.0224494408110575,0.0106237305218413,"NLRC4/GNAQ/RAC3/IRAK1/IL6/PIP5K1B/TLR4/NFATC1/LIMK1/MEFV/PIK3R1/TRAF2/CRK/CCL2/FOS/RHOA/ACTR3B/JUN/NFKBIA/IRF3/WASF2/NFATC3/MYD88/CASP1/ARPC1A/RPS6KA1/AKT3/PTK2B/CD4/ELMO1/ARPC2/RPS6KA2/TRAF6/MAPK13/WAS/PIK3R3/ARPC5L/SRC/PIP5K1A/NLRP3/FCGR2A/PTK2/RHOG/IL1B/PIK3R2/MAPK3/MAP2K6/LCP2/IKBKB/PIP5K1C/ROCK1/MAPK10/VAV2/NFATC2/MAP2K3/ITGA5/LAT/ARPC5/MAPK11/MAPK12/TAB2/IRAK4/WIPF3/ARPC1B/NFKB1/PKN1/RAC2/ACTG1/ACTR3/MAP3K7/BAIAP2/GSK3B/ARHGEF12/MAPK1/TBK1/ARHGEF28/ARPC3/TICAM1/PXN/MAP2K4/CDC42/RAC1/ACTR3C/IL18/AKT2/PYCARD/WIPF1/ITGA4/ROCK2/WASL/ARHGEF7/IL2/PIK3CA/SKAP2/TAB1/MAP2K2",96
"hsa04024","Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","152/5608","226/9447",0.672566371681416,1.13297691035562,2.44545887504172,0.00818119866574884,0.0224494408110575,0.0106237305218413,"ADRB2/NPR1/ADCY4/PAK1/RAPGEF4/ARAP3/GRIN1/MYL9/CHRM1/ADRB1/RAC3/GRIA1/CNGA3/CALM1/RAP1A/CREB3L4/EDN1/ADCYAP1R1/CNGB1/RRAS/NFATC1/ATP1A2/GNAI2/CGA/PLCE1/GRIN2D/TSHR/ATP2A1/CACNA1S/PIK3R1/HCN2/CNGA1/HTR1D/ATP1B2/HHIP/ADCY9/BDNF/HCAR1/CHRM2/FOS/CALML6/RHOA/ATP2A2/JUN/CNGB3/LHB/NFKBIA/CAMK2A/SSTR1/CALML5/SST/ATP1B1/CAMK2B/TNNI3/VIP/ADCY8/GIP/CREB3L2/CNGA4/AKT3/LHCGR/EDN2/EDN3/GABBR2/OXT/AMH/PDE4B/PIK3R3/SSTR5/HTR6/PDE10A/PRKACA/SOX9/HCAR3/HCAR2/ATP1A3/EDNRA/POPDC1/KCNK2/ATP1B3/RAPGEF3/PDE4C/ADCY10/SSTR2/AFDN/POPDC2/PDE3B/PIK3R2/PTCH1/ORAI1/MAPK3/GRIN3B/GRIA4/PLN/ATP2B4/GRIA2/CFTR/ROCK1/CACNA1C/MAPK10/VAV2/PPP1CA/ADORA1/TIAM1/GRIN2C/GRIN2A/GNAS/RYR2/PDE3A/GIPR/POPDC3/ATP2A3/NFKB1/RAC2/PPP1CC/CALML4/PDE4A/SLC9A1/F2R/CREB5/MAPK1/CRHR2/ATP1A1/RAP1B/PPP1R1B/ADCY7/HTR4/RAC1/AKT2/PPARA/EP300/CREB3L1/ATP2B1/ATP1A4/PLD1/GPHA2/GNAI1/RRAS2/CREB3/ROCK2/CREB3L3/GHRL/FXYD2/NPY1R/GABBR1/PIK3CA/HTR1B/ATP2B3/RAF1/MAP2K2/SUCNR1/CACNA1F",152
"hsa05161","Human Diseases","Infectious disease: viral","hsa05161","Hepatitis B","112/5608","163/9447",0.687116564417178,1.15748755065069,2.45127130864812,0.00819593668011757,0.0224494408110575,0.0106237305218413,"BIRC5/CCNA2/CCNE1/E2F2/TGFBR2/E2F3/CASP12/CCNE2/IRAK1/IKBKE/IL6/EGR2/CREB3L4/TLR4/NFATC1/STAT5B/IRF7/PCNA/PIK3R1/E2F1/YWHAZ/CASP3/NFATC4/EGR3/JAK3/MMP9/FOS/JUN/NFKBIA/STAT5A/PRKCG/IRF3/CDKN1A/NFATC3/MYD88/STAT2/DDX3X/CREB3L2/AKT3/PTK2B/JAK2/JAK1/TRAF6/MAPK13/PIK3R3/STAT1/FADD/KRAS/CASP8/SRC/CYCS/TGFB2/SMAD4/ATF6B/CDK2/VDAC3/PIK3R2/DDB1/MAPK3/MAP2K6/TP53/IKBKB/ELK1/PRKCB/MAPK10/NFATC2/MAP2K3/TGFB1/GRB2/RB1/STAT3/CCNA1/TLR3/YWHAB/MAPK11/MAPK12/TAB2/YWHAQ/ATF2/IRAK4/STAT6/NFKB1/TYK2/MAP3K7/TLR2/FAS/CREB5/SOS2/MAPK1/TBK1/TICAM1/MAP2K4/BAX/AKT2/EP300/CREB3L1/BID/CREB3/CREB3L3/ARAF/MAVS/PRKCA/MAP3K1/ATP6AP1/STAT4/NRAS/PIK3CA/RAF1/MYC/TAB1/MAP2K2/HRAS",112
"hsa05167","Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","133/5608","196/9447",0.678571428571429,1.14309277562666,2.44664139975908,0.00821636594525736,0.0224494408110575,0.0106237305218413,"RCAN1/E2F2/E2F3/GNGT1/HLA-E/GNG4/CALM1/IKBKE/IL6/CXCL2/PDGFB/FGF2/ZFP36/PREX1/NFATC1/PPP3CC/GNB3/IRF7/PIK3R1/E2F1/GNG11/CASP3/NFATC4/TRAF2/PIK3R5/BECN2/CCR8/FOS/CALML6/IFNGR1/HCK/JUN/NFKBIA/CALML5/CXCL3/GNGT2/BAK1/IRF3/GNG2/CDKN1A/NFATC3/GNG7/CDK4/STAT2/AKT3/JAK2/IRF9/CCR3/LEF1/JAK1/IL6ST/MAPK13/CCR1/MAP1LC3C/PIK3R3/STAT1/ICAM1/FADD/CD86/GNB5/HIF1A/KRAS/CASP8/SRC/CYCS/MTOR/PIK3R2/MAPK3/MAP2K6/GNG3/PLCG2/TRADD/ATG14/MAP1LC3B/TP53/IKBKB/MAPK10/NFATC2/GNG13/UBB/RB1/STAT3/ITPR1/PIK3CG/TLR3/GNB4/MAPK11/MAPK12/PIK3C3/MICA/IFNAR2/TCF7L2/NFKB1/SYK/CALML4/TYK2/FAS/GSK3B/BECN1/MAPK1/TBK1/CLEC2B/TICAM1/HLA-C/VEGFA/MAP2K4/UBC/RAC1/PPP3CB/EIF2AK2/TCF7L1/BAX/AKT2/CXCL1/PPP3CA/LYN/EP300/BID/MICB/MAP1LC3A/GNG5/GNG8/NRAS/HLA-B/PIK3CA/RAF1/CTNNB1/MYC/ITPR3/CSF2/MAP2K2/RPS27A/HRAS",133
"hsa05321","Human Diseases","Immune disease","hsa05321","Inflammatory bowel disease","49/5608","66/9447",0.742424242424242,1.25065652963299,2.4697064692631,0.00828407119288369,0.0224575992494581,0.0106275913329758,"FOXP3/IL6/IL23A/TLR4/NFATC1/IL18R1/IFNGR1/JUN/IL12RB2/IL13/IFNGR2/RORA/IL21/HLA-DRA/HLA-DPA1/HLA-DOA/HLA-DPB1/STAT1/HLA-DRB1/HLA-DRB5/TGFB2/IL12RB1/IL1B/IL18RAP/HLA-DQA1/IL1A/IFNG/TGFB1/STAT3/HLA-DQB1/IL4R/IL12B/HLA-DMA/TLR5/HLA-DMB/GATA3/IL12A/IL21R/STAT6/NFKB1/TLR2/MAF/RORC/TBX21/IL18/HLA-DOB/STAT4/IL2/IL23R",49
"hsa04540","Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","66/5608","92/9447",0.717391304347826,1.20848709917509,2.42867902185835,0.00907799189221081,0.0244190944697454,0.0115558281124838,"TUBB3/CDK1/ADCY4/TUBB1/GNAQ/PRKG2/ADRB1/TUBB2B/PDGFB/GUCY1A2/TJP1/GNAI2/EGF/TUBB6/ADCY9/PRKG1/TUBB8/GNA11/TUBA1A/TUBA1C/PRKCG/TUBB4A/TUBA4A/ADCY8/GJA1/TUBA3D/TUBB2A/TUBB/HTR2B/MAP2K5/TUBAL3/PRKACA/KRAS/SRC/PLCB1/MAPK3/HTR2C/GUCY1A1/PRKCB/PDGFA/TUBA8/GRB2/ITPR1/PLCB3/GNAS/TUBB8B/GUCY1B1/PLCB2/PDGFC/SOS2/MAPK1/CSNK1D/PLCB4/ADCY7/PDGFD/GNAI1/PRKCA/PDGFRA/EGFR/NRAS/MAPK7/GRM1/RAF1/ITPR3/MAP2K2/HRAS",66
"hsa04012","Environmental Information Processing","Signal transduction","hsa04012","ErbB signaling pathway","62/5608","86/9447",0.720930232558139,1.21444862820555,2.41451713903019,0.0094972033113787,0.0253502273003724,0.0119964673406889,"HBEGF/PAK1/GAB1/STAT5B/EGF/SHC3/PIK3R1/PAK6/EIF4EBP1/CRK/NRG3/JUN/CAMK2A/RPS6KB2/STAT5A/CAMK2B/SHC1/NRG1/PRKCG/TGFA/CDKN1A/ERBB2/AKT3/EREG/ERBB3/ERBB4/CBLB/RPS6KB1/PAK3/PIK3R3/KRAS/SRC/PTK2/MTOR/PIK3R2/MAPK3/PLCG2/ELK1/PRKCB/MAPK10/PAK5/GRB2/CBL/NRG2/GSK3B/SOS2/MAPK1/ABL2/MAP2K4/AKT2/ARAF/PRKCA/CDKN1B/EGFR/NRAS/PIK3CA/NRG4/SHC2/RAF1/MYC/MAP2K2/HRAS",62
"hsa00330","Metabolism","Amino acid metabolism","hsa00330","Arginine and proline metabolism","38/5608","50/9447",0.76,1.28026390870185,2.4014662107636,0.0103268343507642,0.0273000192594541,0.0129191657954644,"PYCR1/ALDH18A1/AGMAT/AOC1/P4HA3/PYCR3/CKMT1B/AZIN2/CKM/ALDH1B1/SRM/ALDH2/SMOX/MAOB/P4HA1/GOT1/GAMT/OAT/SMS/PYCR2/GOT2/ARG2/ARG1/AMD1/SAT2/L3HYPDH/ODC1/NOS1/CNDP1/GATM/MAOA/HOGA1/LAP3/ALDH9A1/NOS2/CARNS1/ALDH7A1/CKMT2",38
"hsa05163","Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","152/5608","227/9447",0.669603524229075,1.12798582264481,2.35900167569338,0.0103850217355848,0.0273000192594541,0.0129191657954644,"E2F2/E2F3/ADCY4/GNAQ/GNGT1/CXCR2/HLA-E/CDKN2A/RAC3/GNG4/CALM1/IL6/CREB3L4/PTGER4/TRAF5/NFATC1/GNAI2/PPP3CC/GNB3/PIK3R1/E2F1/GNG11/CASP3/NFATC4/TRAF2/ADCY9/EIF4EBP1/CRK/CCL2/CALML6/AKAP13/RHOA/PDIA3/NFKBIA/GNA11/CALML5/RPS6KB2/CXCL12/CALR/GNGT2/BAK1/PRKCG/IRF3/GNG2/CDKN1A/ITGAV/NFATC3/ADCY8/GNG7/CDK4/B2M/CREB3L2/AKT3/PTK2B/IL6R/CCR3/RHEB/RPS6KB1/JAK1/MAPK13/CCR1/PIK3R3/IL1R1/PRKACA/FADD/GNB5/CGAS/KRAS/CASP8/SRC/CYCS/ATF6B/PTK2/CX3CL1/MTOR/IL1B/PIK3R2/ITGB3/IL10RA/PLCB1/MAPK3/MAP2K6/GNG3/TRADD/TP53/IKBKB/ROCK1/ELK1/PRKCB/NFATC2/CCL4/GNG13/GRB2/RB1/STAT3/STING1/ITPR1/TSC2/PLCB3/GNAS/GNB4/MAPK11/MAPK12/ATF2/TAP1/RIPK1/NFKB1/RAC2/GNAO1/CALML4/PLCB2/FAS/GSK3B/CREB5/SOS2/ARHGEF12/MAPK1/TBK1/HLA-C/PXN/VEGFA/PLCB4/ADCY7/CCL3/RAC1/PPP3CB/BAX/AKT2/PPP3CA/CREB3L1/GNA12/BID/GNAI1/CREB3/ROCK2/CREB3L3/PRKCA/PDGFRA/GNG5/EGFR/GNG8/NRAS/HLA-B/PIK3CA/GNA13/RAF1/CTNNB1/MYC/ITPR3/TSC1/MAP2K2/HRAS",152
"hsa05418","Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","98/5608","142/9447",0.690140845070423,1.16258212613771,2.3592702923858,0.0106746918158417,0.0278505117300531,0.0131796748972798,"PECAM1/CDH5/CAV1/THBD/GSTM5/BMPR2/CAV2/NQO1/RAC3/SELE/MEF2A/CALM1/NCF2/PDGFB/EDN1/KLF2/HSP90B1/CAV3/PIK3R1/DUSP1/MMP9/CCL2/FOS/CALML6/RHOA/JUN/NOX1/CALML5/NCF1/SDC2/HSP90AB1/ITGAV/NFE2L2/GSTA3/SUMO4/BMPR1A/AKT3/PLAT/MGST1/MAP2K5/PRKAA2/SDC1/MAPK13/PRKCZ/PIK3R3/IL1R1/HMOX1/ICAM1/TXN/SDC4/SRC/GSTA4/ACVR2B/ARHGEF2/PTK2/IL1B/PIK3R2/ITGB3/MAP2K6/SUMO1/IL1A/ASS1/IFNG/TP53/SUMO2/IKBKB/ACVR1/PDGFA/MAPK10/GSTO1/NPPC/MAPK11/MAPK12/KDR/MEF2C/NFKB1/RAC2/ACTG1/CALML4/GSTP1/MAP3K7/VCAM1/SQSTM1/PRKAA1/VEGFA/MAP2K4/IL1R2/HSP90AA1/MGST3/RAC1/GSTM3/GPC1/AKT2/MAPK7/PIK3CA/CTNNB1/MMP2/TRPV4",98
